timestamp,actual,q_0.25,q_0.5,q_0.75
2025-12-01 00:00:00+01:00,93.97074997006816,87.2113767423821,93.96898605918224,99.43182684338154
2025-12-01 01:00:00+01:00,73.20902856735808,80.91891145964158,88.91072044553725,96.1226083935523
2025-12-01 02:00:00+01:00,98.22548102828834,78.57202409487286,88.96588663984903,93.14534652300954
2025-12-01 03:00:00+01:00,81.75648224505314,77.53564287843449,83.23453504096891,88.92578648882765
2025-12-01 04:00:00+01:00,96.42812689024836,71.7229799496628,80.30833000927231,88.9537668168811
2025-12-01 05:00:00+01:00,67.02407141945825,69.4967853738658,76.95472908040327,85.48538696215279
2025-12-01 06:00:00+01:00,79.99286119737135,67.72911959397484,72.33719226078298,80.67587792481027
2025-12-01 07:00:00+01:00,64.36085174448992,62.52069486423149,69.17015124813324,77.21751678625989
2025-12-01 08:00:00+01:00,63.37564162060046,60.75117655529942,66.86966227942345,74.29391370394112
2025-12-01 09:00:00+01:00,74.24472516391322,58.70587464670139,64.7158913338979,74.15464714780182
2025-12-01 10:00:00+01:00,61.39778744963236,58.88891808473874,65.0947847818077,71.89534194385433
2025-12-01 11:00:00+01:00,71.27830949450394,59.29421178250363,66.82109548477109,72.08642369894687
2025-12-01 12:00:00+01:00,69.74109182673324,59.746309796382135,67.77104244454131,73.44406672092865
2025-12-01 13:00:00+01:00,67.08819835979138,60.289423850315636,69.93490947943835,74.80582030574956
2025-12-01 14:00:00+01:00,84.86504042424164,64.92872152907317,72.4170505712021,79.70005506281632
2025-12-01 15:00:00+01:00,67.89798230662933,67.90710520501163,74.38898320834636,81.99437468717511
2025-12-01 16:00:00+01:00,78.99943742101851,72.28289705172075,79.02741614958904,88.00668018114308
2025-12-01 17:00:00+01:00,78.47749220019392,78.21610138163472,84.58053619311775,90.8554574146037
2025-12-01 18:00:00+01:00,75.44803009760047,81.12262933220968,88.90106208986276,94.4067581147612
2025-12-01 19:00:00+01:00,103.91026001656596,84.18223327337346,93.39252414777042,98.32669069978834
2025-12-01 20:00:00+01:00,104.8241092654368,85.6055917234501,92.39875505361493,99.90309400511514
2025-12-01 21:00:00+01:00,92.0216127616274,87.69596767385097,94.83725268179492,100.82499717289319
2025-12-01 22:00:00+01:00,89.29844433601151,90.41839828333228,94.99336759858653,102.04881873298187
2025-12-01 23:00:00+01:00,93.90231135190474,90.92518090329425,95.31995037859534,100.4375795166677
2025-12-02 00:00:00+01:00,84.3223671924352,87.2113767423821,93.96898605918224,99.43182684338154
2025-12-02 01:00:00+01:00,99.732212472407,80.91891145964158,88.91072044553725,96.1226083935523
2025-12-02 02:00:00+01:00,93.70093114189044,78.57202409487286,88.96588663984903,93.14534652300954
2025-12-02 03:00:00+01:00,74.45812260509713,77.53564287843449,83.23453504096891,88.92578648882765
2025-12-02 04:00:00+01:00,78.28280162916522,71.7229799496628,80.30833000927231,88.9537668168811
2025-12-02 05:00:00+01:00,86.7601691084878,69.4967853738658,76.95472908040327,85.48538696215279
2025-12-02 06:00:00+01:00,79.5222209622626,67.72911959397484,72.33719226078298,80.67587792481027
2025-12-02 07:00:00+01:00,54.31749035399041,62.52069486423149,69.17015124813324,77.21751678625989
2025-12-02 08:00:00+01:00,76.0273009203899,60.75117655529942,66.86966227942345,74.29391370394112
2025-12-02 09:00:00+01:00,56.03323415713476,58.70587464670139,64.7158913338979,74.15464714780182
2025-12-02 10:00:00+01:00,54.126381748411234,58.88891808473874,65.0947847818077,71.89534194385433
2025-12-02 11:00:00+01:00,63.34586244253027,59.29421178250363,66.82109548477109,72.08642369894687
2025-12-02 12:00:00+01:00,54.0963867253474,59.746309796382135,67.77104244454131,73.44406672092865
2025-12-02 13:00:00+01:00,63.15139271198011,60.289423850315636,69.93490947943835,74.80582030574956
2025-12-02 14:00:00+01:00,57.86157509873198,64.92872152907317,72.4170505712021,79.70005506281632
